# time scale_factor entropy
27.760000 21673387401226684.000000 43733719095801272.000000
27.780000 20770868444327448.000000 43878139049430552.000000
27.800000 19848504891735780.000000 43978680864010400.000000
27.820000 18907172793366676.000000 44035243997726232.000000
27.840000 17975858824033898.000000 44047771887444336.000000
27.860000 17156234325050660.000000 44016252005275000.000000
27.880000 16442635654457268.000000 43940715871100392.000000
27.900000 15829617307788572.000000 43821239021054680.000000
27.920000 15311941155412282.000000 43657940931987904.000000
27.940000 14884566282900766.000000 43450984901989152.000000
27.960000 14542639404075524.000000 43200577887088408.000000
27.980000 14281485817816924.000000 42906970294300576.000000
28.000000 14096600881112688.000000 42570455731218440.000000
28.020000 13983641972130908.000000 42191370712405096.000000
28.040000 13938420918350392.000000 41770094322879336.000000
28.060000 13956896865966250.000000 41307047839030704.000000
28.080000 14035169567915128.000000 40802694307343032.000000
28.100000 14169473068935130.000000 40257538081348024.000000
28.120000 14356169767093282.000000 39672124317271664.000000
28.140000 14591744832181074.000000 39047038428878032.000000
28.160000 14872800962298580.000000 38382905502055528.000000
28.180000 15196053460822588.000000 37680389669730968.000000
28.200000 15558325616786134.000000 36940193447736672.000000
28.220000 15956544372488236.000000 36163057032294640.000000
28.240000 16387736262905426.000000 35349757559820312.000000
28.260000 16849023612192906.000000 34501108329786164.000000
28.280000 17337620973244730.000000 33617957991422240.000000
28.300000 17850831796931020.000000 32701189695066880.000000
28.320000 18386045318247704.000000 31751720209016464.000000
28.340000 18940733647202096.000000 30770499002757024.000000
28.360000 19512449052817448.000000 29758507297494832.000000
28.380000 20098821429172736.000000 28716757084935136.000000
28.400000 20697555932901968.000000 27646290115290516.000000
28.420000 21306430782061252.000000 26548176855530604.000000
28.440000 21923295206733288.000000 25423515418915152.000000
28.460000 22546067542178660.000000 24273430466880800.000000
28.480000 23172733455762920.000000 23099072084379556.000000
28.500000 23801344299288428.000000 21901614629793936.000000
28.520000 24430015578741812.000000 20682255560578516.000000
28.540000 25056925533832260.000000 19442214235802524.000000
28.560000 25680313820043888.000000 18182730696790724.000000
28.580000 26298480286257736.000000 16905064427082142.000000
28.600000 26909783841316480.000000 15610493092946472.000000
28.620000 27512641403208500.000000 14300311265717860.000000
28.640000 28105526924838172.000000 12975829127223524.000000
28.660000 28686970490626832.000000 11638371159601968.000000
28.680000 29255557478454488.000000 10289274820820808.000000
28.700000 29809927781706840.000000 8929889207218829.000000
28.720000 30348775086435476.000000 7561573704409631.000000
28.740000 30870846198872768.000000 6185696627896026.000000
28.760000 31374940418766524.000000 4803633854754520.000000
28.780000 31859908954214080.000000 3416767447758262.000000
28.800000 32324654373881368.000000 2026484273314245.000000
28.820000 32768130092690016.000000 634174614596914.250000
28.840000 33189339887245452.000000 758769218735013.625000
28.860000 33587337437461152.000000 2150954282848206.500000
28.880000 33961225891009524.000000 3540988392678551.000000
28.900000 34310157447398512.000000 4927481514116216.000000
28.920000 34633332958635144.000000 6309047154039766.000000
28.940000 34930001543593432.000000 7684303746809276.000000
28.960000 35199460213354408.000000 9051876035831978.000000
28.980000 35441053504930996.000000 10410396448818846.000000
29.000000 35654173120930164.000000 11758506465356898.000000
29.020000 35838257572839544.000000 13094857975429592.000000
29.040000 35992791825755664.000000 14418114627526854.000000
29.060000 36117306942496632.000000 15726953164996588.000000
29.080000 36211379725163184.000000 17020064749301330.000000
29.100000 36274632352329240.000000 18296156268856764.000000
29.120000 36306732010156400.000000 19553951632143348.000000
29.140000 36307390515836168.000000 20792193043797788.000000
29.160000 36276363931869728.000000 22009642262408428.000000
29.180000 36213452169797560.000000 23205081838756660.000000
29.200000 36118498582090432.000000 24377316333266136.000000
29.220000 35991389541009312.000000 25525173511442340.000000
29.240000 35832054003334872.000000 26647505516107116.000000
29.260000 35640463059957404.000000 27743190015255772.000000
29.280000 35416629469405268.000000 28811131324389176.000000
29.300000 35160607174474756.000000 29850261502198196.000000
29.320000 34872490801206244.000000 30859541418505012.000000
29.340000 34552415139531180.000000 31837961793393316.000000
29.360000 34200554604991500.000000 32784544206488244.000000
29.380000 33817122681008004.000000 33698342075376672.000000
29.400000 33402371341246612.000000 34578441602189728.000000
29.420000 32956590451701932.000000 35423962687400592.000000
29.440000 32480107152185608.000000 36234059809924056.000000
29.460000 31973285216973160.000000 37007922872637592.000000
29.480000 31436524394426992.000000 37744778012478488.000000
29.500000 30870259725475488.000000 38443888374306920.000000
29.520000 30274960840888148.000000 39104554847761032.000000
29.540000 29651131237345076.000000 39726116766367384.000000
29.560000 28999307532355556.000000 40307952568207376.000000
29.580000 28320058698135032.000000 40849480417479144.000000
29.600000 27613985274602660.000000 41350158786333448.000000
29.620000 26881718561712652.000000 41809486996401416.000000
29.640000 26123919791382060.000000 42227005719472992.000000
29.660000 25341279279325148.000000 42602297436825088.000000
29.680000 24534515557150724.000000 42934986856740352.000000
29.700000 23704374485122876.000000 43224741289798888.000000
29.720000 22851628346028440.000000 43471270981567608.000000
29.740000 21977074920635584.000000 43674329402354776.000000
29.760000 21081536545267320.000000 43833713493739584.000000
29.780000 20165859152051756.000000 43949263871630656.000000
29.800000 19230911292447212.000000 44020864985650072.000000
29.820000 18277583144675136.000000 44048445234683872.000000
29.840000 17420622469155704.000000 44031977038482976.000000
29.860000 16671588807495138.000000 43971476865243592.000000
29.880000 16024963811538698.000000 43867005215138968.000000
29.900000 15475440093556760.000000 43718666559819208.000000
29.920000 15017910865178004.000000 43526609237939616.000000
29.940000 14647460159145970.000000 43291025306822104.000000
29.960000 14359353604506096.000000 43012150350397752.000000
29.980000 14149029727235456.000000 42690263243623016.000000
30.000000 14012091749662634.000000 42325685873604648.000000
30.020000 13944299863293952.000000 41918782817712672.000000
30.040000 13941563950868086.000000 41469960979003000.000000
30.060000 13999936734607158.000000 40979669179314312.000000
30.080000 14115607328721638.000000 40448397710446320.000000
30.100000 14284895175261910.000000 39876677843867872.000000
30.120000 14504244343393710.000000 39265081299445552.000000
30.140000 14770218173110564.000000 38614219673723800.000000
30.160000 15079494245286336.000000 37924743828328312.000000
30.180000 15428859660817246.000000 37197343239104504.000000
30.200000 15815206612407744.000000 36432745306641584.000000
30.220000 16235528233320216.000000 35631714628872024.000000
30.240000 16686914708137032.000000 34795052236473596.000000
30.260000 17166549631276494.000000 33923594791838696.000000
30.280000 17671706599663922.000000 33018213752411956.000000
30.300000 18199746026586968.000000 32079814499232804.000000
30.320000 18748112164361940.000000 31109335431554416.000000
30.340000 19314330324007144.000000 30107747028444484.000000
30.360000 19896004280661196.000000 29076050878306096.000000
30.380000 20490813854000808.000000 28015278677289392.000000
30.400000 21096512653404328.000000 26926491197595416.000000
30.420000 21710925978076456.000000 25810777226703840.000000
30.440000 22331948862796416.000000 24669252478585564.000000
30.460000 22957544260378196.000000 23503058477988696.000000
30.480000 23585741352337980.000000 22313361418913840.000000
30.500000 24214633979651892.000000 21101350998420072.000000
30.520000 24842379185857296.000000 19868239226927884.000000
30.540000 25467195865104432.000000 18615259216208768.000000
30.560000 26087363508102664.000000 17343663946273446.000000
30.580000 26701221039228188.000000 16054725012391842.000000
30.600000 27307165738368112.000000 14749731353497854.000000
30.620000 27903652241370612.000000 13429987963250362.000000
30.640000 28489191613252640.000000 12096814585039626.000000
30.660000 29062350488586268.000000 10751544392243850.000000
30.680000 29621750273742916.000000 9395522655055828.000000
30.700000 30166066405921852.000000 8030105395212750.000000
30.720000 30694027664126096.000000 6656658029974460.000000
30.740000 31204415527475876.000000 5276554006706194.000000
30.760000 31696063576467364.000000 3891173429431223.500000
30.780000 32167856932993112.000000 2501901678726821.000000
30.800000 32618731735141056.000000 1110128026343692.000000
30.820000 33047674642981284.000000 282755754065780.812500
30.840000 33453722371734588.000000 1675356778721187.750000
30.860000 33835961248894412.000000 3066282446597874.000000
30.880000 34193526792044680.000000 4454141832027962.000000
30.900000 34525603304280280.000000 5837547075626022.000000
30.920000 34831423484295104.000000 7215114772148456.000000
30.940000 35110268048354964.000000 8585467353898740.000000
30.960000 35361465361519336.000000 9947234468295128.000000
30.980000 35584391075617408.000000 11299054348223220.000000
31.000000 35778467771620320.000000 12639575173803088.000000
31.020000 35943164604183052.000000 13967456424209152.000000
31.040000 36077996946256464.000000 15281370218191012.000000
31.060000 36182526031792744.000000 16580002641954676.000000
31.080000 36256358594685888.000000 17862055063076388.000000
31.100000 36299146502203584.000000 19126245429135020.000000
31.120000 36310586381277344.000000 20371309549764520.000000
31.140000 36290419236125184.000000 21596002360844252.000000
31.160000 36238430055784488.000000 22799099169563144.000000
31.180000 36154447410233216.000000 23979396879112468.000000
31.200000 36038343033874664.000000 25135715191782688.000000
31.220000 35890031395255036.000000 26266897789261112.000000
31.240000 35709469251974320.000000 27371813488950288.000000
31.260000 35496655189839080.000000 28449357375150512.000000
31.280000 35251629145391584.000000 29498451903975584.000000
31.300000 34974471911032396.000000 30518047980896672.000000
31.320000 34665304622034196.000000 31507126009836872.000000
31.340000 34324288224822376.000000 32464696912767232.000000
31.360000 33951622925973728.000000 33389803118784824.000000
31.380000 33547547621457700.000000 34281519521683640.000000
31.400000 33112339305715880.000000 35138954405060756.000000
31.420000 32646312460244228.000000 35961250334032824.000000
31.440000 32149818421409420.000000 36747585012670856.000000
31.460000 31623244727295436.000000 37497172106296224.000000
31.480000 31067014443439280.000000 38209262027815288.000000
31.500000 30481585467375552.000000 38883142687306528.000000
31.520000 29867449811968516.000000 39518140204110480.000000
31.540000 29225132867567380.000000 40113619580710304.000000
31.560000 28555192643075652.000000 40668985337729432.000000
31.580000 27858218986078980.000000 41183682109410824.000000
31.600000 27134832782227448.000000 41657195198982800.000000
31.620000 26385685134118348.000000 42089051093355800.000000
31.640000 25611456519973556.000000 42478817936635440.000000
31.660000 24812855932452296.000000 42826105961978456.000000
31.680000 23990619997984912.000000 43130567881359480.000000
31.700000 23145512077056556.000000 43391899232859144.000000
31.720000 22278321345911308.000000 43609838685125960.000000
31.740000 21389861860187300.000000 43784168298707648.000000
31.760000 20480971601031908.000000 43914713743990624.000000
31.780000 19552511504282840.000000 44001344475529608.000000
31.800000 18605364473336476.000000 44043973862593072.000000
31.820000 17709758122980888.000000 44042559275793928.000000
31.840000 16924037845848782.000000 43997102129719000.000000
31.860000 16242609570649968.000000 43907647881514352.000000
31.880000 15660093923670688.000000 43774285985428192.000000
31.900000 15171315658668412.000000 43597149803356600.000000
31.920000 14771293680113108.000000 43376416471481648.000000
31.940000 14455231629878050.000000 43112306723135216.000000
31.960000 14218509008913454.000000 42805084668065656.000000
31.980000 14056672806795270.000000 42455057528328024.000000
32.000000 13965429613332848.000000 42062575331062064.000000
32.020000 13940638187646522.000000 41628030558465040.000000
32.040000 13978302461292510.000000 41151857755309552.000000
32.060000 14074564953121166.000000 40634533094398760.000000
32.080000 14225700574608464.000000 40076573900393568.000000
32.100000 14428110805402326.000000 39478538132487976.000000
32.120000 14678318219777902.000000 38841023826449912.000000
32.140000 14972961345601458.000000 38164668496585368.000000
32.160000 15308789838263784.000000 37450148498224264.000000
32.180000 15682659952863000.000000 36698178351364928.000000
32.200000 16091530298695750.000000 35909510026154228.000000
32.220000 16532457860856880.000000 35084932190917372.000000
32.240000 17002594274452874.000000 34225269423489608.000000
32.260000 17499182337605352.000000 33331381386638340.000000
32.280000 18019552750059612.000000 32404161968400440.000000
32.300000 18561121064821232.000000 31444538388194140.000000
32.320000 19121384840822580.000000 30453470269599648.000000
32.340000 19697920985172428.000000 29431948680735548.000000
32.360000 20288383274066956.000000 28380995143190716.000000
32.380000 20890500041940780.000000 27301660610502704.000000
32.400000 21502072028913360.000000 26195024417204172.000000
32.420000 22120970377040684.000000 25062193199488452.000000
32.440000 22745134766315444.000000 23904299788573236.000000
32.460000 23372571681772144.000000 22722502077869444.000000
32.480000 24001352803447908.000000 21517981865087792.000000
32.500000 24629613511326024.000000 20291943670441040.000000
32.520000 25255551497748320.000000 19045613532123852.000000
32.540000 25877425480125604.000000 17780237780274540.000000
32.560000 26493554007102856.000000 16497081790644956.000000
32.580000 27102314351649096.000000 15197428719224724.000000
32.600000 27702141484840976.000000 13882578219085268.000000
32.620000 28291527124395432.000000 12553845140726730.000000
32.640000 28869018852280548.000000 11212558217227462.000000
32.660000 29433219295995684.000000 9860058735510964.000000
32.680000 29982785368363008.000000 8497699195058961.000000
32.700000 30516427560912740.000000 7126841955411896.000000
32.720000 31032909286174796.000000 5748857873809418.000000
32.740000 31531046264410252.000000 4365124934333132.000000
32.760000 32009705950527892.000000 2977026869922512.500000
32.780000 32467806997134272.000000 1585951778641970.500000
32.800000 32904318749860816.000000 193290735582787.000000
32.820000 33318260771298936.000000 1199563598211979.500000
32.840000 33708702390054128.000000 2591218368408534.500000
32.860000 34074762271603212.000000 3980281920236679.500000
32.880000 34415608007805440.000000 5365365190144589.000000
32.900000 34730455722078376.000000 6745083094862355.000000
32.920000 35018569687403820.000000 8118055916485256.000000
32.940000 35279261954477720.000000 9482910682191674.000000
32.960000 35511891987461204.000000 10838282537215900.000000
32.980000 35715866304928092.000000 12182816109702910.000000
33.000000 35890638123737364.000000 13515166866080218.000000
33.020000 36035707003687856.000000 14834002455591444.000000
33.040000 36150618490936360.000000 16138004042647078.000000
33.060000 36234963758280552.000000 17425867625660066.000000
33.080000 36288379240523752.000000 18696305341047392.000000
33.100000 36310546263250848.000000 19948046751093672.000000
33.120000 36301190663452896.000000 21179840114388860.000000
33.140000 36260082400542784.000000 22390453637569660.000000
33.160000 36187035156405856.000000 23578676707112888.000000
33.180000 36081905923227568.000000 24743321099949004.000000
33.200000 35944594577935340.000000 25883222171685168.000000
33.220000 35775043442184000.000000 26997240021249652.000000
33.240000 35573236826903364.000000 28084260630792884.000000
33.260000 35339200560513064.000000 29143196979705324.000000
33.280000 35073001499993624.000000 30172990131638052.000000
33.300000 34774747024084000.000000 31172610293439152.000000
33.320000 34444584507954612.000000 32141057844946812.000000
33.340000 34082700778781372.000000 33077364338609520.000000
33.360000 33689321551720244.000000 33980593467933608.000000
33.380000 33264710845853752.000000 34849842003789776.000000
33.400000 32809170379750440.000000 35684240697642160.000000
33.420000 32323038946345960.000000 36482955150796896.000000
33.440000 31806691766919788.000000 37245186648800832.000000
33.460000 31260539824005116.000000 37970172960155960.000000
33.480000 30685029173130944.000000 38657189098550944.000000
33.500000 30080640233354916.000000 39305548047847376.000000
33.520000 29447887056603240.000000 39914601449095960.000000
33.540000 28787316575889788.000000 40483740248895440.000000
33.560000 28099507832540532.000000 41012395308446032.000000
33.580000 27385071182601816.000000 41500037972688176.000000
33.600000 26644647482661424.000000 41946180598957632.000000
33.620000 25878907255360252.000000 42350377044628128.000000
33.640000 25088549834919504.000000 42712223113254008.000000
33.660000 24274302493053832.000000 43031356958766624.000000
33.680000 23436919545684604.000000 43307459447320472.000000
33.700000 22577181440909712.000000 43540254476427000.000000
33.720000 21695893828726932.000000 43729509251057104.000000
33.740000 20793886613046796.000000 43875034516436152.000000
33.760000 19872012986568416.000000 43976684747298752.000000
33.780000 18931148449127528.000000 44034358293414072.000000
33.800000 17996992243181930.000000 44047997481235960.000000
33.820000 17174668774715416.000000 44017588671576624.000000
33.840000 16458508880710338.000000 43943162273245712.000000
33.860000 15843061808898894.000000 43824792712641544.000000
33.880000 15323084439799178.000000 43662598359324752.000000
33.900000 14893531112554258.000000 43456741407648616.000000
33.920000 14549544024176650.000000 43207427714564848.000000
33.940000 14286444173255736.000000 42914906593766496.000000
33.960000 14099722820568396.000000 42579470566374392.000000
33.980000 13985033440346976.000000 42201455068415912.000000
34.000000 13938184137207370.000000 41781238115389024.000000
34.020000 13955130504926612.000000 41319239924246720.000000
34.040000 14031968904387180.000000 40815922493180192.000000
34.060000 14164930139077300.000000 40271789139620488.000000
34.080000 14350373507555586.000000 39687383996921144.000000
34.100000 14584781213257196.000000 39063291470224888.000000
34.120000 14864753112939886.000000 38400135652058408.000000
34.140000 15187001785944256.000000 37698579698239864.000000
34.160000 15548347907275568.000000 36959325164723096.000000
34.180000 15945715908306850.000000 36183111306041584.000000
34.200000 16376129909656706.000000 35370714336054048.000000
34.220000 16836709911512444.000000 34522946651730444.000000
34.240000 17324668227351432.000000 33640656020755112.000000
34.260000 17837306147663090.000000 32724724733759036.000000
34.280000 18372010820892104.000000 31776068722029188.000000
34.300000 18926252339412000.000000 30795636641577328.000000
34.320000 19497581018898664.000000 29784408924483876.000000
34.340000 20083624860007304.000000 28743396798465940.000000
34.360000 20682087181764764.000000 27673641275649536.000000
34.380000 21290744416573848.000000 26576212111557488.000000
34.400000 21907444057188080.000000 25452206735353888.000000
34.420000 22530102746455756.000000 24302749152414924.000000
34.440000 23156704501052076.000000 23128988820323552.000000
34.460000 23785299060818688.000000 21932099499411852.000000
34.480000 24414000355712260.000000 20713278079000740.000000
34.500000 25040985082728508.000000 19473743380510632.000000
34.520000 25664491385516496.000000 18214734938640012.000000
34.540000 26282817629730720.000000 16937511761830750.000000
34.560000 26894321267486372.000000 15643351073259658.000000
34.580000 27497417784587136.000000 14333547033615306.000000
34.600000 28090579724485284.000000 13009409446937342.000000
34.620000 28672335783211824.000000 11672262450812434.000000
34.640000 29241269969780380.000000 10323443192236718.000000
34.660000 29796020826823120.000000 8964300490468763.000000
34.680000 30335280706460808.000000 7596193488210341.000000
34.700000 30857795096642716.000000 6220490292463708.000000
34.720000 31362361993416128.000000 4838566606424612.000000
34.740000 31847831314799864.000000 3451804353779091.000000
34.760000 32313104352142348.000000 2061590296779790.500000
34.780000 32757133255042568.000000 669314649483710.625000
34.800000 33178920546102128.000000 723630312461853.000000
34.820000 33577518661959244.000000 2115851644094955.000000
34.840000 33952029517230880.000000 3505957124083961.500000
34.860000 34301604088157944.000000 4892556646948885.000000
34.880000 34625442012910868.000000 6274263613166857.000000
34.900000 34922791205669204.000000 7649696315771665.000000
34.920000 35192947481739280.000000 9017479322060702.000000
34.940000 35435254191119148.000000 10376244849027676.000000
34.960000 35649101858059852.000000 11724634131145624.000000
34.980000 35833927824306856.000000 13061298779132424.000000
35.000000 35989215893835700.000000 14384902128340094.000000
35.020000 36114495977021536.000000 15694120575419422.000000
35.040000 36209343732303648.000000 16987644901923336.000000
35.060000 36273380203523088.000000 18264181583525320.000000
35.080000 36306271451225152.000000 19522454083543776.000000
35.100000 36307728176327832.000000 20761204129478696.000000
35.120000 36277505334663432.000000 21979192971284136.000000
35.140000 36215401741003152.000000 23175202620118288.000000
35.160000 36121259661273712.000000 24348037066332320.000000
35.180000 35994964391771252.000000 25496523475480032.000000
35.200000 35836443824270864.000000 26619513361152252.000000
35.220000 35645667996020356.000000 27715883733463320.000000
35.240000 35422648623694268.000000 28784538222040928.000000
35.260000 35167438620468904.000000 29824408172396496.000000
35.280000 34880131595461268.000000 30834453714579672.000000
35.300000 34560861334854464.000000 31813664803048264.000000
35.320000 34209801264109280.000000 32761062226713804.000000
35.340000 33827163890736636.000000 33675698588152632.000000
35.360000 33413200227178072.000000 34556659251003312.000000
35.380000 32968199193411908.000000 35403063254602976.000000
35.400000 32492486998970932.000000 36214064194948056.000000
35.420000 31986426504123652.000000 36988851071098176.000000
35.440000 31450416560035280.000000 37726649096177200.000000
35.460000 30884891327786760.000000 38426720472160040.000000
35.480000 30290319576190340.000000 39088365127670736.000000
35.500000 29667203958398624.000000 39710921418053752.000000
35.520000 29016080267360360.000000 40293766787018704.000000
35.540000 28337516670230992.000000 40836318389196648.000000
35.560000 27632112921898836.000000 41338033672985400.000000
35.580000 26900499557838856.000000 41798410923101160.000000
35.600000 26143337066555404.000000 42216989762293824.000000
35.620000 25361315041923048.000000 42593351611724184.000000
35.640000 24555151315780540.000000 42927120109542824.000000
35.660000 23725591071177428.000000 43217961487251928.000000
35.680000 22873405936715560.000000 43465584903473776.000000
35.700000 21999393062468772.000000 43669742734792152.000000
35.720000 21104374178003728.000000 43830230823375728.000000
35.740000 20189194633062676.000000 43946888681135936.000000
35.760000 19254722421505460.000000 44019599650215008.000000
35.780000 18301847189142796.000000 44048291019643856.000000
35.800000 17442030433245072.000000 44032934098053072.000000
35.820000 16690285731810700.000000 43973544242364224.000000
35.840000 16041089125296282.000000 43870180842433016.000000
35.860000 15489127891275748.000000 43722947261659384.000000
35.880000 15029290167902158.000000 43531990733624088.000000
35.900000 14656655160971974.000000 43297502214855160.000000
35.920000 14366483905161560.000000 43019716193871384.000000
35.940000 14154210551412692.000000 42698910456693728.000000
35.960000 14015434153780780.000000 42335405809059392.000000
35.980000 13945910930330040.000000 41929565755615976.000000
36.000000 13941546973867176.000000 41481796136416968.000000
36.020000 13998391389452738.000000 40992544721081536.000000
36.040000 14112629836720026.000000 40462300761025016.000000
36.060000 14280578456068216.000000 39891594500207480.000000
36.080000 14498678158782076.000000 39280996644889720.000000
36.100000 14763489262067808.000000 38631117792927080.000000
36.120000 15071686450885592.000000 37942607823171520.000000
36.140000 15420054049306904.000000 37216155245592776.000000
36.160000 15805481584930602.000000 36452486512768456.000000
36.180000 16224959630658480.000000 35652365293431352.000000
36.200000 16675575908860352.000000 34816591708800824.000000
36.220000 17154511643652784.000000 33946001532461492.000000
36.240000 17659038147676012.000000 33041465354589700.000000
36.260000 18186513630382292.000000 32103887711363312.000000
36.280000 18734380215447380.000000 31134206180425576.000000
36.300000 19300161155486752.000000 30133390443307396.000000
36.320000 19881458232800880.000000 29102441315745920.000000
36.340000 20475949335390940.000000 28042389746868696.000000
36.360000 21081386197978904.000000 26954295788244596.000000
36.380000 21695592298235520.000000 25839247533832260.000000
36.400000 22316460898867204.000000 24698360031886096.000000
36.420000 22941953226639656.000000 23532774169908040.000000
36.440000 23570096779823116.000000 22343655533760072.000000
36.460000 24198983755932524.000000 21132193242078348.000000
36.480000 24826769592006480.000000 19899598757154544.000000
36.500000 25451671610022888.000000 18647104673473588.000000
36.520000 26071967760387008.000000 17375963485119156.000000
36.540000 26685995456750588.000000 16087446333279604.000000
36.560000 27292150495729272.000000 14782841735106776.000000
36.580000 27888886055380492.000000 13463454295198838.000000
36.600000 28474711766586184.000000 12130603400995706.000000
36.620000 29048192851754640.000000 10785621903391574.000000
36.640000 29607949325514236.000000 9429854783884050.000000
36.660000 30152655252319060.000000 8064657809592644.000000
36.680000 30681038056123772.000000 6691396177491645.000000
36.700000 31191877877511960.000000 5311443149213153.000000
36.720000 31684006973880252.000000 3926178677785449.000000
36.740000 32156309158489400.000000 2536988027679959.500000
36.760000 32607719274394056.000000 1145260389546790.000000
36.780000 33037222699455620.000000 247612508975926.406250
36.800000 33443854878827460.000000 1640237794989667.000000
36.820000 33826700881479720.000000 3031222843208417.500000
36.840000 34184894977501788.000000 4419176668583959.500000
36.860000 34517620233085076.000000 5802711317290918.000000
36.880000 34824108120247064.000000 7180443254680586.000000
36.900000 35103638138510000.000000 8550994748815572.000000
36.920000 35355537445894564.000000 9912995248201744.000000
36.940000 35579180496730364.000000 11265082752339714.000000
36.960000 35773988683921704.000000 12605905173725340.000000
36.980000 35939429983438780.000000 13934121689937246.000000
37.000000 36075018598931600.000000 15248404084459216.000000
37.020000 36180314604486704.000000 16547438074896722.000000
37.040000 36254923583665472.000000 17829924627259334.000000
37.060000 36298496263077328.000000 19094581254994684.000000
37.080000 36310728138852016.000000 20340143301475044.000000
37.100000 36291359094482464.000000 21565365204653924.000000
37.120000 36240173008613320.000000 22769021742628152.000000
37.140000 36156997351450704.000000 23949909258859760.000000
37.160000 36041702768566016.000000 25106846865832488.000000
37.180000 35894202650960680.000000 26238677625939400.000000
37.200000 35714452690349900.000000 27344269708420372.000000
37.220000 35502450418712016.000000 28422517521192920.000000
37.240000 35258234731235496.000000 29472342816444272.000000
37.260000 34981885391878820.000000 30492695768879184.000000
37.280000 34673522520838788.000000 31482556025545220.000000
37.300000 34333306063301016.000000 32440933726185704.000000
37.320000 33961435238921884.000000 33366870493100000.000000
37.340000 33558147971564672.000000 34259440389521204.000000
37.360000 33123720298883700.000000 35117750845552884.000000
37.380000 32658465761419256.000000 35940943550739016.000000
37.400000 32162734770933036.000000 36728195312374400.000000
37.420000 31636913957778544.000000 37478718878697408.000000
37.440000 31081425497163800.000000 38191763726141728.000000
37.460000 30496726414224540.000000 38866616809859904.000000
37.480000 29883307867885072.000000 39502603276768224.000000
37.500000 29241694413541036.000000 40099087140399768.000000
37.520000 28572443244653612.000000 40655471916890912.000000
37.540000 27876143413398180.000000 41171201221465168.000000
37.560000 27153415030562156.000000 41645759324817952.000000
37.580000 26404908444936744.000000 42078671668845928.000000
37.600000 25631303402495504.000000 42469505341205056.000000
37.620000 24833308185699428.000000 42817869508222976.000000
37.640000 24011658733312928.000000 43123415805732672.000000
37.660000 23167117741158624.000000 43385838687436640.000000
37.680000 22300473744280396.000000 43604875730453168.000000
37.700000 21412540181024260.000000 43780307897739248.000000
37.720000 20504154439585156.000000 43911959757127576.000000
37.740000 19576176887604616.000000 43999699656758792.000000
37.760000 18629489885439716.000000 44043439856733240.000000
37.780000 17731033998578002.000000 44043136616850968.000000
37.800000 16942608337077568.000000 43998790240351824.000000
37.820000 16258613263631918.000000 43910445073612336.000000
37.840000 15673664113494908.000000 43778189461799232.000000
37.860000 15182580608988060.000000 43602155660524344.000000
37.880000 14780376868128696.000000 43382519703588920.000000
37.900000 14462251977444854.000000 43119501226949904.000000
37.920000 14223581100475036.000000 42813363249083944.000000
37.940000 14059907094811638.000000 42464411907968904.000000
37.960000 13966932611839978.000000 42072996154945888.000000
37.980000 13940512654553700.000000 41639507405767928.000000
38.000000 13976647569995228.000000 41164379149184208.000000
38.020000 14071476453980004.000000 40648086513451288.000000
38.040000 14221270946818382.000000 40091145791204928.000000
38.060000 14422429399752144.000000 39494113923167360.000000
38.080000 14671471392776244.000000 38857587941206624.000000
38.100000 14965032585423156.000000 38182204371304680.000000
38.120000 15299859882949454.000000 37468638597031432.000000
38.140000 15672806901184368.000000 36717604184161152.000000
38.160000 16080829714080086.000000 35929852167106720.000000
38.180000 16520982868745614.000000 35106170297885172.000000
38.200000 16990415653452092.000000 34247382258365736.000000
38.220000 17486368604769328.000000 33354346836587944.000000
38.240000 18006170240632794.000000 32427957067973560.000000
38.260000 18547234006749080.000000 31469139342291200.000000
38.280000 19107055424327392.000000 30478852477266548.000000
38.300000 19683209427676712.000000 29458086759764632.000000
38.320000 20273347880733932.000000 28407862955502956.000000
38.340000 20875197262089212.000000 27329231288285772.000000
38.360000 21486556508552256.000000 26223270389780300.000000
38.380000 22105295007758108.000000 25091086220885052.000000
38.400000 22729350730744992.000000 23933810965768924.000000
38.420000 23356728495850484.000000 22752601899687016.000000
38.440000 23985498355667012.000000 21548640231705420.000000
38.460000 24613794099174412.000000 20323129923492128.000000
38.480000 25239811861526856.000000 19077296485355340.000000
38.500000 25861808834314772.000000 17812385750733196.000000
38.520000 26478102069450528.000000 16529662630360320.000000
38.540000 27087067370139880.000000 15230409847357084.000000
38.560000 27687138262700984.000000 13915926654506488.000000
38.580000 28276805043279184.000000 12587527535001388.000000
38.600000 28854613893779916.000000 11246540887961286.000000
38.620000 29419166061604388.000000 9894307700033220.000000
38.640000 29969117098023896.000000 8532180204405125.000000
38.660000 30503176150269188.000000 7161520528572623.000000
38.680000 31020105302641832.000000 5783699332211549.000000
38.700000 31518718962175572.000000 4400094436518262.500000
38.720000 31997883284587688.000000 3012089446388459.500000
38.740000 32456515636463744.000000 1621072366812267.000000
38.760000 32893584089814432.000000 228434214869261.875000
38.780000 33308106945330848.000000 1164432371288612.250000
38.800000 33699152280844700.000000 2556134525075198.000000
38.820000 34065837521673336.000000 3945280544336708.000000
38.840000 34407329029696144.000000 5330481283053882.000000
38.860000 34722841708169308.000000 6710351540488001.000000
38.880000 35011638619440352.000000 8083511446381633.000000
38.900000 35273030612872704.000000 9448587840828884.000000
38.920000 35506375960433900.000000 10804215647435304.000000
