# time scale_factor entropy
1.100000 33427307544737360.000000 6011669685678984.000000
1.120000 33786680345288820.000000 7388403026649450.000000
1.140000 34116144349010176.000000 8757747964593267.000000
1.160000 34415176197721952.000000 10118335154572488.000000
1.180000 34683292660108464.000000 11468804009397140.000000
1.200000 34920050630213704.000000 12807804060212396.000000
1.220000 35125047110048620.000000 14133996306967436.000000
1.240000 35297919175115388.000000 15446054557415508.000000
1.260000 35438343921731840.000000 16742666753306170.000000
1.280000 35546038395115128.000000 18022536282443520.000000
1.300000 35620759497257436.000000 19284383275298428.000000
1.320000 35662303873698916.000000 20526945884878040.000000
1.340000 35670507778373300.000000 21748981548572768.000000
1.360000 35645246915770588.000000 22949268230718928.000000
1.380000 35586436259728316.000000 24126605644634368.000000
1.400000 35494029848228720.000000 25279816452905180.000000
1.420000 35368020553643180.000000 26407747444723076.000000
1.440000 35208439827928160.000000 27509270689096252.000000
1.460000 35015357422338176.000000 28583284662780340.000000
1.480000 34788881081281160.000000 29628715351801636.000000
1.500000 34529156210000412.000000 30644517325471128.000000
1.520000 34236365515824328.000000 31629674781815164.000000
1.540000 33910728622781360.000000 32583202563377372.000000
1.560000 33552501659432100.000000 33504147142376212.000000
1.580000 33161976819824068.000000 34391587574232672.000000
1.600000 32739481897526844.000000 35244636418514904.000000
1.620000 32285379792756192.000000 36062440626378616.000000
1.640000 31800067992645676.000000 36844182393615944.000000
1.660000 31283978024772768.000000 37589079978459664.000000
1.680000 30737574884093824.000000 38296388483324920.000000
1.700000 30161356433488584.000000 38965400599706856.000000
1.720000 29555852778159764.000000 39595447315489080.000000
1.740000 28921625614177204.000000 40185898583955816.000000
1.760000 28259267551498660.000000 40736163953838600.000000
1.780000 27569401411840900.000000 41245693159767544.000000
1.800000 26852679501814968.000000 41713976672536712.000000
1.820000 26109782861778712.000000 42140546208633360.000000
1.840000 25341420490897588.000000 42524975198521368.000000
1.860000 24548328548941632.000000 42866879213210848.000000
1.880000 23731269535381996.000000 43165916348687120.000000
1.900000 22891031446384980.000000 43421787567814704.000000
1.920000 22028426910334676.000000 43634236999374480.000000
1.940000 21144292302547484.000000 43803052193934872.000000
1.960000 20239486839872516.000000 43928064336301336.000000
1.980000 19314891655901712.000000 44009148414331496.000000
2.000000 18371408857541836.000000 44046223343947320.000000
2.020000 17495716265601576.000000 44039252050219200.000000
2.040000 16728905060779436.000000 43988241504440864.000000
2.060000 16065423199111052.000000 43893242717158080.000000
2.080000 15499931250047366.000000 43754350687158152.000000
2.100000 15027291938747254.000000 43571704306471064.000000
2.120000 14642560276071330.000000 43345486221477488.000000
2.140000 14340974246654126.000000 43075922650262448.000000
2.160000 14117946026848322.000000 42763283156397136.000000
2.180000 13969053705680818.000000 42407880379375440.000000
2.200000 13890033483239524.000000 42010069721974360.000000
2.220000 13876772322125288.000000 41570248994851304.000000
2.240000 13925301028758708.000000 41088858018733408.000000
2.260000 14031787742429664.000000 40566378184596760.000000
2.280000 14192531811021168.000000 40003331972275528.000000
2.300000 14403958033331480.000000 39400282427982024.000000
2.320000 14662611248861800.000000 38757832601260528.000000
2.340000 14965151256833928.000000 38076624941937776.000000
2.360000 15308348047055358.000000 37357340657673088.000000
2.380000 15689077326060566.000000 36600699032750712.000000
2.400000 16104316322729002.000000 35807456708795608.000000
2.420000 16551139858314534.000000 34978406928131696.000000
2.440000 17026716666519584.000000 34114378740539660.000000
2.460000 17528305949912056.000000 33216236174207080.000000
2.480000 18053254159615860.000000 32284877371700292.000000
2.500000 18598991985808232.000000 31321233691821792.000000
2.520000 19163031547130568.000000 30326268778251496.000000
2.540000 19742963767665760.000000 29300977595902924.000000
2.560000 20336455930655272.000000 28246385435958468.000000
2.580000 20941249398625012.000000 27163546890578036.000000
2.600000 21555157490061468.000000 26053544798307036.000000
2.620000 22176063503229936.000000 24917489161237736.000000
2.640000 22801918878156152.000000 23756516035007184.000000
2.660000 23430741488202132.000000 22571786392741632.000000
2.680000 24060614053057936.000000 21364484964083336.000000
2.700000 24689682665343808.000000 20135819050460960.000000
2.720000 25316155423373300.000000 18887017317788120.000000
2.740000 25938301162967940.000000 17619328567797494.000000
2.760000 26554448281538704.000000 16334020489239068.000000
2.780000 27162983647960072.000000 15032378390191404.000000
2.800000 27762351592059016.000000 13715703912753548.000000
2.820000 28351052967825152.000000 12385313731402942.000000
2.840000 28927644284719756.000000 11042538236320930.000000
2.860000 29490736901721120.000000 9688720203002596.000000
2.880000 30038996278992672.000000 8325213449481261.000000
2.900000 30571141282298536.000000 6953381482510446.000000
2.920000 31085943535519748.000000 5574596134057119.000000
2.940000 31582226816843200.000000 4190236189469735.000000
2.960000 32058866494405684.000000 2801686008692881.000000
2.980000 32514788997376844.000000 1410334141907334.750000
3.000000 32948971318658548.000000 17571940979880.837891
3.020000 33360440545564124.000000 1375207831888552.750000
3.040000 33748273415019540.000000 2766612396925098.000000
3.060000 34111595890000568.000000 4155250349564718.500000
3.080000 34449582754085200.000000 5539733051854774.000000
3.100000 34761457221159668.000000 6918676021092974.000000
3.120000 35046490557469700.000000 8290700314310083.000000
3.140000 35304001713356152.000000 9654433907212880.000000
3.160000 35533356962156444.000000 11008513066208464.000000
3.180000 35733969543890412.000000 12351583712137840.000000
3.200000 35905299311481532.000000 13682302774355080.000000
3.220000 36046852377392160.000000 14999339533797962.000000
3.240000 36158180758674840.000000 16301376953707046.000000
3.260000 36238882018560816.000000 17587112996662424.000000
3.280000 36288598902822096.000000 18855261926621140.000000
3.300000 36307018969254736.000000 20104555594653236.000000
3.320000 36293874208738584.000000 21333744707090676.000000
3.340000 36248940656433144.000000 22541600074821028.000000
3.360000 36172037991769744.000000 23726913842476556.000000
3.380000 36063029125998120.000000 24888500696289612.000000
3.400000 35921819776139872.000000 26025199049406372.000000
3.420000 35748358024292888.000000 27135872203473732.000000
3.440000 35542633861319644.000000 28219409485337612.000000
3.460000 35304678714038208.000000 29274727357716156.000000
3.480000 35034564955118212.000000 30300770502736992.000000
3.500000 34732405394964796.000000 31296512877255080.000000
3.520000 34398352754952036.000000 32260958738895920.000000
3.540000 34032599121443156.000000 33193143641797868.000000
3.560000 33635375380108724.000000 34092135401058008.000000
3.580000 33206950630125284.000000 34957035024917096.000000
3.600000 32747631577906264.000000 35786977613751260.000000
3.620000 32257761910084152.000000 36581133224971680.000000
3.640000 31737721645528032.000000 37338707702967120.000000
3.660000 31187926466243656.000000 38058943473259600.000000
3.680000 30608827027064444.000000 38741120300078816.000000
3.700000 30000908244101004.000000 39384556006597960.000000
3.720000 29364688561974160.000000 39988607157110504.000000
3.740000 28700719199912008.000000 40552669700465936.000000
3.760000 28009583376845272.000000 41076179574120896.000000
3.780000 27291895515687248.000000 41558613268201744.000000
3.800000 26548300427034820.000000 41999488349014392.000000
3.820000 25779472472575576.000000 42398363941478008.000000
3.840000 24986114708532968.000000 42754841170000160.000000
3.860000 24168958009526576.000000 43068563557352320.000000
3.880000 23328760173268168.000000 43339217381147120.000000
3.900000 22466305006556128.000000 43566531987560768.000000
3.920000 21582401393071180.000000 43750280061986864.000000
3.940000 20677882343515136.000000 43890277856350952.000000
3.960000 19753604028671448.000000 43986385372858712.000000
3.980000 18810444796002168.000000 44038506503993608.000000
4.000000 17890540941974308.000000 44046589128624512.000000
4.020000 17081751016798612.000000 44010625164126784.000000
4.040000 16378433586910546.000000 43930650574464928.000000
4.060000 15775164257424778.000000 43806745334228616.000000
4.080000 15266724970971332.000000 43639033348658072.000000
4.100000 14848093906472176.000000 43427682329738872.000000
4.120000 14514435947645546.000000 43172903628489928.000000
4.140000 14261093692471318.000000 42874952023612488.000000
4.160000 14083578976224664.000000 42534125466711448.000000
4.180000 13977564881990828.000000 42150764784343696.000000
4.200000 13938878213814592.000000 41725253337191592.000000
4.220000 13963492408817154.000000 41258016636702312.000000
4.240000 14047520865733878.000000 40749521919576312.000000
4.260000 14187210668391700.000000 40200277680530744.000000
4.280000 14378936683657620.000000 39610833163804640.000000
4.300000 14619196014352548.000000 38981777813914744.000000
4.320000 14904602788540156.000000 38313740686210920.000000
4.340000 15231883267470906.000000 37607389817820888.000000
4.360000 15597871255289280.000000 36863431559613032.000000
4.380000 15999503794399708.000000 36082609869845568.000000
4.400000 16433817131135710.000000 35265705570208256.000000
4.420000 16897942937089552.000000 34413535565000744.000000
4.440000 17389104772137832.000000 33526952024228220.000000
4.460000 17904614775843926.000000 32606841531431472.000000
4.480000 18441870574532628.000000 31654124197103300.000000
4.500000 18998352391917328.000000 30669752738578012.000000
4.520000 19571620351717112.000000 29654711527314156.000000
4.540000 20159311961231836.000000 28610015604522976.000000
4.560000 20759139765348648.000000 27536709666127288.000000
4.580000 21368889160935268.000000 26435867018065460.000000
4.600000 21986416362034352.000000 25308588502985568.000000
4.620000 22609646506711124.000000 24156001399402696.000000
4.640000 23236571896823928.000000 22979258294420416.000000
4.660000 23865250362385516.000000 21779535931143720.000000
4.680000 24493803742563040.000000 20558034031935876.000000
4.700000 25120416475727408.000000 19315974098696096.000000
4.720000 25743334291308984.000000 18054598191357620.000000
4.740000 26360862996547540.000000 16775167685827794.000000
4.760000 26971367351540424.000000 15478962012612134.000000
4.780000 27573270026295100.000000 14167277377383856.000000
4.800000 28165050633781152.000000 12841425464778206.000000
4.820000 28745244833253200.000000 11502732126707770.000000
4.840000 29312443498380792.000000 10152536056510630.000000
4.860000 29865291944974356.000000 8792187450256978.000000
4.880000 30402489213339080.000000 7423046656553066.000000
4.900000 30922787400520792.000000 6046482816192605.000000
4.920000 31424991037930800.000000 4663872493015949.000000
4.940000 31907956510050248.000000 3276598297346279.000000
4.960000 32370591510119648.000000 1886047503379261.500000
4.980000 32811854528915932.000000 493610661908865.375000
5.000000 33230754372908452.000000 899319790223440.125000
5.020000 33626349708266960.000000 2291350922565522.000000
5.040000 33997748627369152.000000 3681090703985038.500000
5.060000 34344108234623328.000000 5067149394700570.000000
5.080000 34664634248583264.000000 6448140936021400.000000
5.100000 34958580617487984.000000 7822684336406209.000000
5.120000 35225249145508916.000000 9189405052454612.000000
5.140000 35463989127131348.000000 10546936363450562.000000
5.160000 35674196987236312.000000 11893920738083060.000000
5.180000 35855315924583220.000000 13229011191977472.000000
5.200000 36006835556523264.000000 14550872634679910.000000
5.220000 36128291562898624.000000 15858183204747668.000000
5.240000 36219265327203320.000000 17149635591610678.000000
5.260000 36279383573198448.000000 18423938342882076.000000
5.280000 36308317995287128.000000 19679817155810592.000000
5.300000 36305784881063928.000000 20916016151583304.000000
5.320000 36271544724558904.000000 22131299131204428.000000
5.340000 36205401828798600.000000 23324450811694340.000000
5.360000 36107203896405312.000000 24494278041372568.000000
5.380000 35976841607051644.000000 25639610993009412.000000
5.400000 35814248180680148.000000 26759304333653264.000000
5.420000 35619398925487736.000000 27852238369963448.000000
5.440000 35392310769761608.000000 28917320167903676.000000
5.460000 35133041776737904.000000 29953484645675996.000000
5.480000 34841690641736036.000000 30959695638802640.000000
5.500000 34518396170901080.000000 31934946936290488.000000
5.520000 34163336740963436.000000 32878263286842036.000000
5.540000 33776729739499636.000000 33788701374106752.000000
5.560000 33358830985250396.000000 34665350759997360.000000
5.580000 32909934128122268.000000 35507334795127960.000000
5.600000 32430370028567060.000000 36313811495463448.000000
5.620000 31920506116099272.000000 37083974384303456.000000
5.640000 31380745726775580.000000 37817053298759168.000000
5.660000 30811527419522292.000000 38512315159916120.000000
5.680000 30213324271256804.000000 39169064705913160.000000
5.700000 29586643150807016.000000 39786645187204280.000000
5.720000 28932023971689028.000000 40364439023308208.000000
5.740000 28250038923857832.000000 40901868420388816.000000
5.760000 27541291684598332.000000 41398395949049032.000000
5.780000 26806416608775008.000000 41853525081760208.000000
5.800000 26046077898707644.000000 42266800689389624.000000
5.820000 25260968753988076.000000 42637809496329640.000000
5.840000 24451810501598696.000000 42966180493773336.000000
5.860000 23619351706737684.000000 43251585310723248.000000
5.880000 22764367264798404.000000 43493738542362456.000000
5.900000 21887657474991368.000000 43692398035459288.000000
5.920000 20990047096136536.000000 43847365130520664.000000
5.940000 20072384385191396.000000 43958484860451520.000000
5.960000 19135540119116608.000000 44025646105521920.000000
5.980000 18180406600715468.000000 44048781704486800.000000
6.000000 17334875892242650.000000 44027868521747192.000000
6.020000 16596691338689554.000000 43962927470485848.000000
6.040000 15960357073069138.000000 43854023491754008.000000
6.060000 15420587080683454.000000 43701265489530416.000000
6.080000 14972294900009496.000000 43504806221817288.000000
6.100000 14610583903288318.000000 43264842147882352.000000
6.120000 14330738127574002.000000 42981613231799520.000000
6.140000 14128213628396756.000000 42655402702484896.000000
6.160000 13998630329522524.000000 42286536770467792.000000
6.180000 13937764343553608.000000 41875384301680216.000000
6.200000 13941540739314236.000000 41422356448590968.000000
6.220000 14006026733104994.000000 40927906239053112.000000
6.240000 14127425281993618.000000 40392528123276224.000000
6.260000 14302069058339670.000000 39816757479376040.000000
6.280000 14526414785729834.000000 39201170077996488.000000
6.300000 14797037917431596.000000 38546381506538944.000000
6.320000 15110627639358390.000000 37853046553574856.000000
6.340000 15463982180381164.000000 37121858554057200.000000
6.360000 15854004413622130.000000 36353548695985472.000000
6.380000 16277697733128116.000000 35548885289217772.000000
6.400000 16732162191045686.000000 34708672997160848.000000
6.420000 17214590881109684.000000 33833752032106764.000000
6.440000 17722266554913176.000000 32924997315020568.000000
6.460000 18252558458051328.000000 31983317600619360.000000
6.480000 18802919373826520.000000 31009654568617532.000000
6.500000 19370882862768224.000000 30004981882047088.000000
6.520000 19954060686760484.000000 28970304213594592.000000
6.540000 20550140407083640.000000 27906656240928492.000000
6.560000 21156883146166480.000000 26815101612021484.000000
6.580000 21772121503311592.000000 25696731881502448.000000
6.600000 22393757615101404.000000 24552665419101900.000000
6.620000 23019761351616724.000000 23384046291282256.000000
6.640000 23648168640004012.000000 22192043117171332.000000
6.660000 24277079907313696.000000 20977847899943236.000000
6.680000 24904658634900352.000000 19742674834815192.000000
6.700000 25529130017027172.000000 18487759094852336.000000
6.720000 26148779716653280.000000 17214355595794630.000000
6.740000 26761952711703236.000000 15923737741141126.000000
6.760000 27367052225424960.000000 14617196148746484.000000
6.780000 27962538734735560.000000 13296037360203096.000000
6.800000 28546929050735008.000000 11961582534299500.000000
6.820000 29118795465836128.000000 10615166125861608.000000
6.840000 29676764962216196.000000 9258134551297854.000000
6.860000 30219518476541596.000000 7891844842182801.000000
6.880000 30745790216152624.000000 6517663288225567.000000
6.900000 31254367022121560.000000 5136964070980106.000000
6.920000 31744087774813732.000000 3751127889663665.500000
6.940000 32213842837789180.000000 2361540580457561.500000
6.960000 32662573536082024.000000 969591730670999.500000
6.980000 33089271665086208.000000 423326710846233.375000
7.000000 33492979026460364.000000 1815821825652620.250000
7.020000 33872786987641360.000000 3206501118633354.000000
7.040000 34227836061726352.000000 4593973910495455.000000
7.060000 34557315504646672.000000 5976852728447060.000000
7.080000 34860462926714548.000000 7353754693670218.000000
7.100000 35136563915775304.000000 8723302904199707.000000
7.120000 35384951669343896.000000 10084127811824994.000000
7.140000 35605006633245576.000000 11434868591638456.000000
7.160000 35796156144416320.000000 12774174502860282.000000
7.180000 35957874075649844.000000 14100706239579246.000000
7.200000 36089680480204552.000000 15413137270058632.000000
7.220000 36191141234306048.000000 16710155163267960.000000
7.240000 36261867675698880.000000 17990462901314020.000000
7.260000 36301516236515376.000000 19252780176458764.000000
7.280000 36309788068839752.000000 20495844671427048.000000
7.300000 36286428661452464.000000 21718413321723904.000000
7.320000 36231227446343032.000000 22919263558699040.000000
7.340000 36144017393679608.000000 24097194532115480.000000
7.360000 36024674594020236.000000 25251028310999796.000000
7.380000 35873117826644692.000000 26379611061573120.000000
7.400000 35689308112976456.000000 27481814201084872.000000
7.420000 35473248254152496.000000 28556535526395532.000000
7.440000 35224982351883776.000000 29602700316179800.000000
7.460000 34944595311832096.000000 30619262405647884.000000
7.480000 34632212328809060.000000 31605205232710324.000000
7.500000 34287998353180668.000000 32559542854540048.000000
7.520000 33912157537936376.000000 33481320933515232.000000
7.540000 33504932665954564.000000 34369617691556916.000000
7.560000 33066604557067196.000000 35223544831907024.000000
7.580000 32597491454595136.000000 36042248427425232.000000
7.600000 32097948391092236.000000 36824909774516016.000000
7.620000 31568366533100816.000000 37570746211832288.000000
7.640000 31009172504783732.000000 38279011902936728.000000
7.660000 30420827690358932.000000 38948998582138224.000000
7.680000 29803827515320988.000000 39580036262757584.000000
7.700000 29158700706491080.000000 40171493907114192.000000
7.720000 28486008530991864.000000 40722780057563680.000000
7.740000 27786344014296984.000000 41233343427955608.000000
7.760000 27060331137556368.000000 41702673454919576.000000
7.780000 26308624014448332.000000 42130300808428632.000000
7.800000 25531906047857476.000000 42515797861129248.000000
7.820000 24730889066723804.000000 42858779115968736.000000
7.840000 23906312443453200.000000 43158901591692264.000000
7.860000 23058942192322448.000000 43415865165824096.000000
7.880000 22189570049353508.000000 43629412874790112.000000
7.900000 21299012534171648.000000 43799331170881328.000000
7.920000 20388109994400224.000000 43925450135801664.000000
7.940000 19457725633181780.000000 44007643650586200.000000
7.960000 18508744520450168.000000 44045829521720144.000000
7.980000 17624542000243204.000000 44039969563332376.000000
8.000000 16849648246083796.000000 43990069635381264.000000
8.020000 16178491486323712.000000 43896179637794784.000000
8.040000 15605713545590440.000000 43758393460570504.000000
8.060000 15126159336299060.000000 43576848889885656.000000
8.080000 14734866940409484.000000 43351727470310912.000000
8.100000 14427058251680702.000000 43083254323265864.000000
8.120000 14198130150096378.000000 42771697921897552.000000
8.140000 14043646181488292.000000 42417369822607344.000000
8.160000 13959328716668734.000000 42020624353494520.000000
8.180000 13941051565604024.000000 41581858260028216.000000
8.200000 13984833023321650.000000 41101510308301872.000000
8.220000 14086829325346498.000000 40580060846267232.000000
8.240000 14243328491510016.000000 40018031323386320.000000
8.260000 14450744537972840.000000 39415983769182024.000000
8.280000 14705612038248966.000000 38774520231208552.000000
8.300000 15004581014920554.000000 38094282173003864.000000
8.320000 15344412144589246.000000 37375949832626168.000000
8.340000 15721972259424774.000000 36620241542415856.000000
8.360000 16134230129446728.000000 35827913010663120.000000
8.380000 16578252510412796.000000 34999756565899728.000000
8.400000 17051200442888334.000000 34136600364570424.000000
8.420000 17550325788739872.000000 33239307562876564.000000
8.440000 18072967991930616.000000 32308775453619820.000000
8.460000 18616551051100972.000000 31345934568909460.000000
8.480000 19178580691993196.000000 30351747749630192.000000
8.500000 19756641728327752.000000 29327209182601288.000000
8.520000 20348395600261584.000000 28273343406389784.000000
8.540000 20951578080056376.000000 27191204286771896.000000
8.560000 21563997135059276.000000 26081873962867232.000000
8.580000 22183530938550872.000000 24946461764999696.000000
8.600000 22808126019446484.000000 23786103105367156.000000
8.620000 23435795542248088.000000 22601958342629264.000000
8.640000 24064617709036612.000000 21395211621548736.000000
8.660000 24692734275668808.000000 20167069688846656.000000
8.680000 25318349174700408.000000 18918760686455732.000000
8.700000 25939727237898628.000000 17651532923378352.000000
8.720000 26555193011533200.000000 16366653627377598.000000
8.740000 27163129657946784.000000 15065407677749460.000000
8.760000 27761977937203432.000000 13749096320443572.000000
8.780000 28350235262898840.000000 12419035866817244.000000
8.800000 28926454826488512.000000 11076556377324100.000000
8.820000 29489244784751004.000000 9723000331453630.000000
8.840000 30037267505253088.000000 8359721285251707.000000
8.860000 30569238864923040.000000 6988082517764531.000000
8.880000 31083927597067540.000000 5609455667759591.000000
8.900000 31580154682387464.000000 4225219362086892.000000
8.920000 32056792779758872.000000 2836757837052105.500000
8.940000 32512765692747700.000000 1445459554180267.250000
8.960000 32947047868021096.000000 52715811754248.406250
8.980000 33358663922004924.000000 1340080646483524.250000
9.000000 33746688192316276.000000 2731537024074814.000000
9.020000 34110244310672364.000000 4120261864642029.000000
9.040000 34448504794142980.000000 5504866443344602.000000
9.060000 34760690651773392.000000 6883966155603828.000000
9.080000 35046071003758272.000000 8256181901707453.000000
9.100000 35303962710495328.000000 9620141465909370.000000
9.120000 35533730008990024.000000 10974480888645376.000000
9.140000 35734784154220456.000000 12317845830492738.000000
9.160000 35906583063204160.000000 13648892926509608.000000
9.180000 36048630959636776.000000 14966291129599966.000000
9.200000 36160478017096264.000000 16268723041560728.000000
9.220000 36241719998925840.000000 17554886230479928.000000
9.240000 36291997893024320.000000 18823494533168644.000000
9.260000 36310997539884208.000000 20073279341324196.000000
9.280000 36298449252325928.000000 21302990870138420.000000
9.300000 36254127425480944.000000 22511399408082508.000000
9.320000 36177850135677832.000000 23697296546618512.000000
9.340000 36069478726983016.000000 24859496388607904.000000
9.360000 35928917384243000.000000 25996836734208680.000000
9.380000 35756112691566428.000000 27108180243075248.000000
9.400000 35551053175273596.000000 28192415571698748.000000
9.420000 35313768830427032.000000 29248458484750536.000000
9.440000 35044330630140508.000000 30275252939317584.000000
9.460000 34742850016944780.000000 31271772140945316.000000
9.480000 34409478375567004.000000 32237019570432092.000000
9.500000 34044406486556808.000000 33170029980348448.000000
9.520000 33647863960266048.000000 34069870360284448.000000
9.540000 33220118650760712.000000 34935640869860168.000000
9.560000 32761476049313024.000000 35766475738566028.000000
9.580000 32272278657189012.000000 36561544131533320.000000
9.600000 31752905337512144.000000 37320050980369072.000000
9.620000 31203770646046888.000000 38041237778224456.000000
9.640000 30625324140807252.000000 38724383338301624.000000
9.660000 30018049670454888.000000 39368804515040488.000000
9.680000 29382464641508748.000000 39973856887264312.000000
9.700000 28719119264443940.000000 40538935402600872.000000
9.720000 28028595778811388.000000 41063474982534824.000000
9.740000 27311507657561892.000000 41546951087486248.000000
9.760000 26568498790808608.000000 41988880241350192.000000
9.780000 25800242649310600.000000 42388820514972776.000000
9.800000 25007441428007060.000000 42746371968080384.000000
9.820000 24190825169977104.000000 43061177049219920.000000
9.840000 23351150871243684.000000 43332920953310232.000000
9.860000 22489201566882208.000000 43561331936447232.000000
9.880000 21605785398934872.000000 43746181587647792.000000
9.900000 20701734666670580.000000 43887285057260704.000000
9.920000 19777904859767496.000000 43984501241816344.000000
9.940000 18835173675031124.000000 44037732925130176.000000
9.960000 17912389965264254.000000 44046926875518880.000000
9.980000 17100865498248434.000000 44012073899032056.000000
10.000000 16394953216814866.000000 43933208848646208.000000
10.020000 15789223380690956.000000 43810410589411712.000000
10.040000 15278452849786506.000000 43643801919587808.000000
10.060000 14857614968202410.000000 43433549447844304.000000
10.080000 14521870018711746.000000 43179863426652960.000000
10.100000 14266556218910926.000000 42882997542034976.000000
10.120000 14087181231614320.000000 42543248659874936.000000
10.140000 13979414163373070.000000 42160956529055040.000000
10.160000 13939078026241068.000000 41736503441706080.000000
10.180000 13962142639091814.000000 41270313850915416.000000
10.200000 14044717945912008.000000 40762853946273832.000000
10.220000 14183047729564404.000000 40214631187685984.000000
10.240000 14373503700526444.000000 39626193797910432.000000
10.260000 14612579941075206.000000 38998130214336992.000000
10.280000 14896887686305776.000000 38331068500549200.000000
10.300000 15223150424241780.000000 37625675718260872.000000
10.320000 15588199298125696.000000 36882657260254272.000000
10.340000 15988968794765032.000000 36102756144987416.000000
10.360000 16422492703560474.000000 35286752273575584.000000
10.380000 16885900331555680.000000 34435461649890164.000000
10.400000 17376412960527490.000000 33549735564554856.000000
10.420000 17891340532781522.000000 32630459743655000.000000
10.440000 18428078552933388.000000 31678553463011480.000000
10.460000 18984105193541404.000000 30694968628904964.000000
10.480000 19556978593014504.000000 29680688826169528.000000
10.500000 20144334334750288.000000 28636728334607924.000000
10.520000 20743883096964232.000000 27564131114711716.000000
10.540000 21353408463153480.000000 26463969763700796.000000
10.560000 21970764883598228.000000 25337344442926176.000000
10.580000 22593875778742100.000000 24185381777708632.000000
10.600000 23220731775710812.000000 23009233730713372.000000
10.620000 23849389069627224.000000 21810076449987404.000000
10.640000 24477967901761240.000000 20589109092811452.000000
10.660000 25104651146916368.000000 19347552626542680.000000
10.680000 25727683002801312.000000 18086648607647372.000000
10.700000 26345367774466344.000000 16807657940144412.000000
10.720000 26956068747200660.000000 15511859614701310.000000
10.740000 27558207141589336.000000 14200549429643504.000000
10.760000 28150261144717908.000000 12875038695156060.000000
10.780000 28730765011789172.000000 11536652921973452.000000
10.800000 29298308232681684.000000 10186730495868876.000000
10.820000 29851534758232900.000000 8826621339268431.000000
10.840000 30389142281272700.000000 7457685561328718.000000
10.860000 30909881567665704.000000 6081292097827672.000000
10.880000 31412555832843792.000000 4698817342228803.000000
10.900000 31896020159524152.000000 3311643769287704.500000
10.920000 32359180952513352.000000 1921158552577317.500000
10.940000 32800995426694980.000000 528752177314352.750000
10.960000 33220471124487604.000000 864182950125926.125000
10.980000 33616665459241552.000000 2256253894616079.000000
11.000000 33988685281217776.000000 3646068585211616.000000
11.020000 34335686462960224.000000 5032237207221941.000000
11.040000 34656873501034784.000000 6413373592025044.000000
11.060000 34951499131263628.000000 7788096603236123.000000
11.080000 35218863954733756.000000 9155031517843964.000000
11.100000 35458316072003076.000000 10512811400933960.000000
11.120000 35669250723066620.000000 11860078472623028.000000
11.140000 35851109930780016.000000 13195485465839468.000000
11.160000 36003382145566900.000000 14517696973590068.000000
11.180000 36125601889362272.000000 15825390784367078.000000
11.200000 36217349396864640.000000 17117259204359724.000000
11.220000 36278250252286680.000000 18392010365148008.000000
11.240000 36307975019907144.000000 19648369515571148.000000
11.260000 36306238866835872.000000 20885080296478712.000000
11.280000 36272801176509528.000000 22100905997089800.000000
11.300000 36207465151537856.000000 23294630791703792.000000
11.320000 36110077404619264.000000 24465060955526088.000000
11.340000 35980527536340440.000000 25611026058392856.000000
11.360000 35818747698767440.000000 26731380135201228.000000
11.380000 35624712143825736.000000 27825002831874396.000000
11.400000 35398436755553760.000000 28890800525715708.000000
11.420000 35139978565399112.000000 29927707419031292.000000
11.440000 34849435249808300.000000 30934686604927836.000000
11.460000 34526944609440452.000000 31910731104219460.000000
11.480000 34172684029412296.000000 32854864872406864.000000
11.500000 33786869920056404.000000 33766143775721860.000000
11.520000 33369757137747052.000000 34643656535261144.000000
11.540000 32921638385418216.000000 35486525638265148.000000
11.560000 32442843592466312.000000 36293908215630904.000000
11.580000 31933739273796176.000000 37064996884781024.000000
11.600000 31394727867832764.000000 37799020557046352.000000
11.620000 30826247053383016.000000 38495245208754656.000000
11.640000 30228769045292308.000000 39152974615254184.000000
11.660000 29602799868898108.000000 39771551047138464.000000
11.680000 28948878613339716.000000 40350355927975616.000000
11.700000 28267576663837460.000000 40888810452884784.000000
11.720000 27559496913107364.000000 41386376167341064.000000
11.740000 26825272952128368.000000 41842555505630008.000000
11.760000 26065568240528232.000000 42256892288413320.000000
11.780000 25281075256902008.000000 42628972178908216.000000
11.800000 24472514629422600.000000 42958423097224208.000000
11.820000 23640634247147300.000000 43244915592442976.000000
11.840000 22786208352466712.000000 43488163172069296.000000
11.860000 21910036615183420.000000 43687922588523552.000000
11.880000 21012943188747220.000000 43843994082389280.000000
11.900000 20095775749211436.000000 43956221582172624.000000
11.920000 19159404517511144.000000 44024492860373792.000000
11.940000 18204721265698808.000000 44048739645714584.000000
11.960000 17356332097021764.000000 44028937691409664.000000
11.980000 16615434408555086.000000 43965106799413344.000000
12.000000 15976526707371870.000000 43857310800617592.000000
12.020000 15434317630088698.000000 43705657491021240.000000
12.040000 14983715628252484.000000 43510298523933856.000000
12.060000 14619819234211212.000000 43271429258322536.000000
12.080000 14337907878187760.000000 42989288563452896.000000
12.100000 14133433228675554.000000 42664158580019808.000000
12.120000 14002011029604632.000000 42296364438006696.000000
12.140000 13939413408990568.000000 41886273931555576.000000
12.160000 13941561634979652.000000 41434297151172912.000000
12.180000 14004519296345288.000000 40940886073639064.000000
12.200000 14124485885575536.000000 40406534110031576.000000
12.220000 14297790763723116.000000 39831775612314064.000000
12.240000 14520887487169736.000000 39217185338984232.000000
12.260000 14790348477388810.000000 38563377880315416.000000
